epoch,accuracy,loss,val_accuracy,val_loss
0,0.5657764673233032,12.535746574401855,0.7287128567695618,9.909076690673828
1,0.6938674449920654,8.158050537109375,0.7346534729003906,6.485116481781006
2,0.7354105114936829,5.398478031158447,0.7861385941505432,4.303793430328369
3,0.758654773235321,3.672672986984253,0.800000011920929,2.9877431392669678
4,0.7690405249595642,2.6409473419189453,0.790099024772644,2.234715223312378
5,0.7809100151062012,2.006899833679199,0.790099024772644,1.7684627771377563
6,0.7675568461418152,1.7022241353988647,0.790099024772644,1.5171524286270142
7,0.7932739853858948,1.4546151161193848,0.7980198264122009,1.3707921504974365
8,0.7769535183906555,1.3659212589263916,0.7861385941505432,1.34933602809906
9,0.784866452217102,1.3461246490478516,0.7821782231330872,1.3697822093963623
10,0.7868447303771973,1.3107843399047852,0.805940568447113,1.2601306438446045
11,0.8175074458122253,1.2071635723114014,0.790099024772644,1.2162984609603882
12,0.773491621017456,1.2690640687942505,0.7960395812988281,1.2301620244979858
13,0.7992087006568909,1.2589830160140991,0.803960382938385,1.2538743019104004
14,0.7927794456481934,1.237036943435669,0.790099024772644,1.2307409048080444
15,0.7873392701148987,1.2362594604492188,0.788118839263916,1.2045382261276245
16,0.7997032403945923,1.1998425722122192,0.805940568447113,1.1900908946990967
17,0.7932739853858948,1.204677700996399,0.803960382938385,1.1674551963806152
18,0.7932739853858948,1.1941616535186768,0.7841584086418152,1.1777995824813843
19,0.7962413430213928,1.1847232580184937,0.7782177925109863,1.194031000137329
20,0.8071216344833374,1.1665430068969727,0.8118811845779419,1.1661514043807983
21,0.7779426574707031,1.2101796865463257,0.7980198264122009,1.2051856517791748
22,0.7987141609191895,1.1554431915283203,0.803960382938385,1.1846684217453003
23,0.8001978397369385,1.1599880456924438,0.8297029733657837,1.1313679218292236
24,0.8016815185546875,1.1899967193603516,0.8178218007087708,1.1678942441940308
25,0.783382773399353,1.2154960632324219,0.7960395812988281,1.1452231407165527
26,0.8006923794746399,1.1810920238494873,0.803960382938385,1.1208810806274414
27,0.7912957668304443,1.150346040725708,0.8138613700866699,1.0779941082000732
28,0.8026705980300903,1.1347837448120117,0.8118811845779419,1.107999563217163
29,0.8175074458122253,1.0711621046066284,0.800000011920929,1.0703120231628418
30,0.8036597371101379,1.1506071090698242,0.800000011920929,1.1909167766571045
31,0.7997032403945923,1.12491774559021,0.7940593957901001,1.1474469900131226
32,0.8086053133010864,1.1009035110473633,0.7861385941505432,1.1526172161102295
33,0.8071216344833374,1.1143131256103516,0.8257426023483276,1.1315099000930786
34,0.7997032403945923,1.138094186782837,0.8198019862174988,1.125846266746521
35,0.8105835914611816,1.1297123432159424,0.8079208135604858,1.1282511949539185
36,0.8100889921188354,1.1090242862701416,0.8198019862174988,1.1247917413711548
37,0.8026705980300903,1.1171770095825195,0.8079208135604858,1.165294885635376
38,0.7982195615768433,1.160718321800232,0.803960382938385,1.1575852632522583
39,0.7937685251235962,1.1292623281478882,0.8138613700866699,1.1117981672286987
40,0.805143415927887,1.0872650146484375,0.8277227878570557,1.08888840675354
41,0.7997032403945923,1.1052860021591187,0.8198019862174988,1.0987329483032227
42,0.8175074458122253,1.0718481540679932,0.7980198264122009,1.1232243776321411
43,0.7967358827590942,1.0994200706481934,0.805940568447113,1.096439242362976
44,0.8204748034477234,1.0471750497817993,0.8099009990692139,1.138584852218628
45,0.8011869192123413,1.0815140008926392,0.8079208135604858,1.112791657447815
46,0.8006923794746399,1.1029255390167236,0.8277227878570557,1.026445746421814
47,0.8071216344833374,1.084781527519226,0.8079208135604858,1.0885093212127686
48,0.8160237669944763,1.0458372831344604,0.8198019862174988,1.0592989921569824
49,0.8086053133010864,1.032006025314331,0.8178218007087708,1.0633156299591064
50,0.8170128464698792,1.0279920101165771,0.7980198264122009,1.1260794401168823
51,0.8105835914611816,1.0579586029052734,0.8336633443832397,1.0209474563598633
52,0.8056379556655884,1.0665305852890015,0.8257426023483276,1.0296502113342285
53,0.8194856643676758,1.0391626358032227,0.8198019862174988,1.0466398000717163
54,0.809594452381134,1.0758821964263916,0.805940568447113,1.0477832555770874
55,0.8130564093589783,1.0765676498413086,0.8217821717262268,1.1073241233825684
56,0.8115726709365845,1.081139087677002,0.8079208135604858,1.1017979383468628
57,0.8100889921188354,1.0604420900344849,0.7980198264122009,1.1111425161361694
58,0.8264095187187195,1.034061312675476,0.8356435894966125,1.0314050912857056
59,0.8209693431854248,1.022220492362976,0.8217821717262268,1.0459723472595215
60,0.8189911246299744,1.004632830619812,0.8178218007087708,1.0456950664520264
